"entity_name","team_abbr","level","parent_org","total_vs_expected","net_for","net_against","n_challenges","n_overturns","n_confirms","rate_overturns","exp_chal","exp_chal_gained","exp_chal_lost","exp_rate_overturns","net_chal_gained","net_chal_lost","n_strikeouts_flip","n_walks_flip","exp_rate_challenges","exp_rate_challenges_diff","n_challenges_against","n_overturns_against","n_confirms_against","rate_overturns_against","exp_chal_against","exp_chal_gained_against","exp_chal_lost_against","exp_rate_overturns_against","net_chal_gained_against","net_chal_lost_against","n_strikeouts_flip_against","n_walks_flip_against","exp_rate_challenges_against","exp_rate_challenges_diff_against"
"Mark Vientos","NYM","MLB","NYM",2.4844098388096985,2.5061012403156893,0.021691401505990998,3,3,0,1,0.7730405489081824,0.6334696542962465,0.13957089461193584,0.8194520393411945,2.3665303457037536,-0.13957089461193584,0,1,0.059464657608321723,0.17130457316090905,0,0,0,,0.34666946365819185,0.1624890310761004,0.1841804325820914,0.46871457716942405,-0.1624890310761004,-0.1841804325820914,0,0,0.009629707323838662,-0.009629707323838662
"Ivan Herrera","STL","MLB","STL",1.05942406068255,2.2429948344582744,1.1835707737757244,3,3,0,1,1.627833213019807,1.1924191892807665,0.4354140237390406,0.7325192653298305,1.8075808107192337,-0.4354140237390406,0,1,0.049328279182418396,0.041580811726672516,3,2,1,0.6666666666666666,0.9956231707781097,0.40602619850119265,0.5895969722769169,0.407811118119992,1.5939738014988074,0.4104030277230831,1,0,0.016058438238356607,0.03232865853583694
"Alex Bregman","CHC","MLB","CHC",2.585616364052761,2.1035116406575582,-0.48210472339520316,2,2,0,1,1.6624707293130343,0.779479544327738,0.8829911849852963,0.4688681313804751,1.2205204556722622,-0.8829911849852963,0,0,0.04374922971876406,0.00888234922860436,2,1,1,0.5,2.2566905394701546,1.3693976314326792,0.887292908037476,0.6068167555460211,-0.3693976314326791,0.11270709196252401,0,0,0.028931929993207112,-0.0032909043521814696
"Elly De La Cruz","CIN","MLB","CIN",2.0691962512290463,2.050604574521177,-0.018591676707868987,1,1,0,1,1.6695047377898293,0.309450081634326,1.3600546561555031,0.18535441956516452,0.6905499183656739,-1.3600546561555031,0,0,0.047700135365423696,-0.019128706793995125,1,1,0,1,1.5114378208245347,1.2650147487662018,0.2464230720583328,0.8369611580025821,-0.2650147487662018,-0.2464230720583328,0,0,0.02798958927452842,-0.009471070756009902
"Munetaka Murakami","CWS","MLB","CWS",1.3364551157931839,2.011866640770543,0.6754115249773588,1,1,0,1,1.4782504599642323,0.23319190959684494,1.2450585503673877,0.1577485790888827,0.7668080904031551,-1.2450585503673877,0,0,0.04619532687388226,-0.01494532687388226,0,0,0,,0.9380423140098849,0.13131539451626303,0.8067269194936219,0.13998877508512825,-0.13131539451626303,-0.8067269194936219,0,0,0.014656911156404452,-0.014656911156404452
"Otto Lopez","MIA","MLB","MIA",2.54402726267947,1.9648811052072717,-0.5791461574721986,1,1,0,1,1.3571187140889298,0.1961188044408291,1.1609999096481007,0.14451116354436902,0.8038811955591709,-1.1609999096481007,0,0,0.04377802303512677,-0.011519958518997736,1,0,1,,0.4208538425278014,0,0.4208538425278014,,0,0.5791461574721986,0,0,0.011075101119152669,0.01524068835453154
"Jake Fraley","TB","MLB","TB",1.9222668162146577,1.8975036340614002,-0.02476318215325754,4,3,1,0.75,0.8689919079469925,0.48574413694279617,0.3832477710041964,0.5589742925113935,2.514255863057204,0.6167522289958036,0,0,0.05111717105570544,0.1841769465913534,0,0,0,,0.2320291798817197,0.12839618101748865,0.10363299886423111,0.5533622154029959,-0.12839618101748865,-0.10363299886423111,0,0,0.00800100620281792,-0.00800100620281792
"Austin Martin","MIN","MLB","MIN",1.362983866869263,1.8440133959336866,0.48102952906442353,2,2,0,1,0.8727836090860557,0.5143851065761846,0.35839850250987115,0.589361556772163,1.4856148934238154,-0.35839850250987115,0,1,0.04593597942558188,0.059327178469154966,0,0,0,,0.48102952906442353,0,0.48102952906442353,,0,-0.48102952906442353,0,0,0.00962059058128847,-0.00962059058128847
"Jorge Soler","LAA","MLB","LAA",2.6556480868024543,1.7961474225608092,-0.8595006642416452,1,1,0,1,2.1854374890401362,0.6946450332396631,1.4907924558004724,0.3178517055387191,0.30535496676033685,-1.4907924558004724,1,1,0.07805133889429058,-0.042337053180004865,1,0,1,,0.629909643709824,0.24470515397573464,0.3852044897340895,0.38847659568212806,-0.24470515397573464,0.6147955102659105,0,0,0.010159832963061678,0.005969199295002838
"Will Benson","CIN","MLB","CIN",1.8547155450635726,1.7778543965585327,-0.07686114850503982,2,2,0,1,0.6064066709192211,0.4142761371803442,0.19213053373887698,0.6831655340340568,1.5857238628196557,-0.19213053373887698,0,1,0.06737851899102457,0.15484370323119767,0,0,0,,0.09785942403434418,0.087360286269692,0.010499137764652182,0.8927120421129041,-0.087360286269692,-0.010499137764652182,0,0,0.006116214002146511,-0.006116214002146511
"Pete Alonso","BAL","MLB","BAL",2.315941564625523,1.7123729391112459,-0.6035686255142769,2,2,0,1,1.4736407709782855,0.8806339159335198,0.5930068550447658,0.5975906294645373,1.11936608406648,-0.5930068550447658,0,0,0.0433423756170084,0.015481153794756309,1,0,1,,0.8101383856338128,0.20685350557404483,0.6032848800597679,0.25533107582874587,-0.20685350557404483,0.3967151199402321,0,0,0.01761170403551767,0.004127426399264939
"Manny Machado","SD","MLB","SD",1.213172641099434,1.7053737875262804,0.4922011464268465,2,2,0,1,1.7037548170818497,0.9991905147777848,0.7045643023040652,0.5864637944144887,1.0008094852222151,-0.7045643023040652,0,0,0.054959832809091926,0.009556296223166137,0,0,0,,0.4922011464268465,0,0.4922011464268465,,0,-0.4922011464268465,0,0,0.007572325329643792,-0.007572325329643792
"Eugenio Suarez","CIN","MLB","CIN",1.212512254966475,1.526285735287841,0.3137734803213659,2,2,0,1,1.8953477424720926,1.184531003592126,0.710816738879967,0.6249676389447923,0.8154689964078741,-0.710816738879967,2,0,0.07897282260300385,0.0043605107303294754,1,1,0,1,1.1681754806742024,0.9272010001764182,0.24097448049778414,0.7937172244372841,0.07279899982358179,-0.24097448049778414,1,0,0.025395119145091356,-0.003655988710308748
"Cole Young","SEA","MLB","SEA",1.2491768929978866,1.4869467376885537,0.2377698446906672,1,1,0,1,1.1154539279772278,0.31425359514433693,0.8012003328328906,0.281727095366643,0.6857464048556631,-0.8012003328328906,0,1,0.041313108443601025,-0.004276071406563991,2,1,1,0.5,0.8239022594512964,0.2930662073803146,0.5308360520709817,0.355705065762887,0.7069337926196855,0.4691639479290183,1,0,0.016478045189025927,0.023521954810974074
"Cedric Mullins","TB","MLB","TB",1.714501903821327,1.4262502586683616,-0.2882516451529654,2,2,0,1,1.4927329379325014,1.03324133963207,0.4594915983004317,0.6921809744904225,0.9667586603679299,-0.4594915983004317,0,0,0.06219720574718756,0.021136127586145775,0,0,0,,0.7403945165997544,0.5143230808763599,0.2260714357233945,0.6946608454616565,-0.5143230808763599,-0.2260714357233945,0,0,0.016827148104539873,-0.016827148104539873
"Aaron Judge","NYY","MLB","NYY",1.4761399823569776,1.4069023446922193,-0.06923763766475832,1,1,0,1,1.490858435535258,0.5419780454215194,0.9488803901137386,0.36353421123242646,0.4580219545784806,-0.9488803901137386,0,0,0.05324494412625922,-0.017530658411973505,2,1,1,0.5,0.612487457113628,0.3408625473891933,0.271624909724435,0.5565216780038598,0.6591374526108067,0.728375090275565,0,0,0.010208124285227133,0.0231252090481062
"Lane Thomas","KC","MLB","KC",0.21978294537464915,1.382592656119321,1.1628097107446718,1,1,0,1,0.9900027137068896,0.30370502879378425,0.6862976849131053,0.30677191545931687,0.6962949712062158,-0.6862976849131053,0,0,0.0825002261422408,0.0008331071910925303,1,1,0,1,0.45482659235292394,0.14600844080412606,0.3088181515487979,0.3210200178683273,0.853991559195874,-0.3088181515487979,0,0,0.018193063694116957,0.02180693630588304
"Teoscar Hernandez","LAD","MLB","LAD",1.6460308718617411,1.3722398707939072,-0.2737910010678339,2,2,0,1,1.9459262055595972,1.2868431673828449,0.659083038176752,0.6613011139406403,0.7131568326171551,-0.659083038176752,1,0,0.08460548719824336,0.0023510345408870796,0,0,0,,0.9227833678344488,0.5982871844511413,0.3244961833833074,0.6483506371112624,-0.5982871844511413,-0.3244961833833074,0,0,0.024283772837748654,-0.024283772837748654
"Mike Trout","LAA","MLB","LAA",0.2912039929242185,1.3443946892272063,1.0531906963029878,4,3,1,0.75,2.618411814139188,1.6370085624559905,0.9814032516831968,0.625191405575048,1.3629914375440095,0.01859674831680328,0,1,0.06234313843188543,0.03289495680620981,1,1,0,1,1.1245410280684547,0.5356751658827335,0.5888658621857212,0.47635004193917685,0.46432483411726655,-0.5888658621857212,0,0,0.01479659247458493,-0.0016386977377428249
"Kyle Schwarber","PHI","MLB","PHI",-0.6120601528922578,1.3227509213307107,1.9348110742229685,4,3,1,0.75,2.548476881278364,1.6128629799738268,0.9356139013045375,0.6328733024114326,1.3871370200261732,0.06438609869546252,1,0,0.08220893165414077,0.04682332641037536,2,2,0,1,2.1353464523644563,1.100267689070744,1.0350787632937124,0.5152642503760568,0.8997323109292561,-1.0350787632937124,2,1,0.03007530214597826,-0.0019062880614712156
"Heliot Ramos","SF","MLB","SF",1.1056128335803492,1.2976248662326553,0.19201203265230604,2,2,0,1,1.9866742782330253,1.3445247060001848,0.6421495722328403,0.6767715879404363,0.6554752939998151,-0.6421495722328403,2,0,0.07095265279403662,0.0004759186345348094,0,0,0,,0.9493714745041645,0.37867972092592916,0.5706917535782352,0.39887412998553085,-0.37867972092592916,-0.5706917535782352,0,0,0.016953062044717224,-0.016953062044717224
"Tyler Stephenson","CIN","MLB","CIN",2.159957371571502,1.2483886836652902,-0.9115686879062117,2,2,0,1,1.4496506490233276,1.1006309826790186,0.3490196663443088,0.7592387748182958,0.8993690173209814,-0.3490196663443088,1,0,0.09060316556395798,0.03439683443604202,1,0,1,,0.7790068990842567,0.34528779349523403,0.43371910558902266,0.44324099555617413,-0.34528779349523403,0.5662808944109776,0,0,0.02686230686497437,0.007620451755715287
"Marcell Ozuna","PIT","MLB","PIT",1.1131580664728085,1.2392388794492053,0.12608081297639673,1,1,0,1,1.2219212999655134,0.4913412102581542,0.7305800897073594,0.40210544678452,0.5086587897418458,-0.7305800897073594,0,0,0.046996973075596665,-0.008535434614058205,0,0,0,,0.8441195069825133,0.35901934700305826,0.485100159979455,0.4253181498985258,-0.35901934700305826,-0.485100159979455,0,0,0.014809114157587951,-0.014809114157587951
"Ryan Jeffers","MIN","MLB","MIN",1.2305291576656097,1.2107548003351696,-0.01977435733044014,2,2,0,1,1.300976036883097,1.0451106182739638,0.2558654186091334,0.8033281080087068,0.9548893817260362,-0.2558654186091334,2,0,0.061951239851576044,0.033286855386519196,0,0,0,,0.6701542967648549,0.3449643270476475,0.32518996971720737,0.5147535854249536,-0.3449643270476475,-0.32518996971720737,0,0,0.017183443506791154,-0.017183443506791154
"Austin Hays","CWS","MLB","CWS",1.3818872632965609,1.1622686693172177,-0.21961859397934302,1,1,0,1,0.8424967322604154,0.3401140314715989,0.5023827007888165,0.40369774557946864,0.6598859685284011,-0.5023827007888165,0,0,0.060178338018601105,0.011250233409970325,2,1,1,0.5,0.5586512280612785,0.3891349110203108,0.16951631704096787,0.6965614527882619,0.6108650889796892,0.8304836829590322,0,0,0.015098681839494015,0.03895537221456004
"Gleyber Torres","DET","MLB","DET",-0.46292826693299527,1.115320234121146,1.5782485010541412,1,1,0,1,1.1951505884701392,0.5399151771744969,0.6552354112956427,0.45175493564005104,0.4600848228255032,-0.6552354112956427,1,0,0.04426483661000516,-0.007227799572968119,2,2,0,1,1.4614531000726694,0.9416022995092641,0.5198508005634054,0.6442918349295258,1.058397700490736,-0.5198508005634054,1,0,0.018736578206059864,0.006904447434965777
"Moises Ballesteros","CHC","MLB","CHC",0.740200955578082,1.0915953545741048,0.35139439899602287,1,1,0,1,0.750544380801265,0.32947451311358006,0.4210698676876848,0.4389807205828924,0.67052548688642,-0.4210698676876848,0,0,0.05361031291437607,0.01781825851419536,0,0,0,,0.35139439899602287,0,0.35139439899602287,,0,-0.35139439899602287,0,0,0.01003983997131494,-0.01003983997131494
"Josh Bell","MIN","MLB","MIN",1.8576396947526916,1.0796299784385324,-0.7780097163141593,3,2,1,0.6666666666666666,0.8676101249289123,0.39399007324519003,0.4736200516837223,0.4541095843913436,1.60600992675481,0.5263799483162777,0,1,0.05422563280805702,0.13327436719194297,4,2,2,0.5,2.5404326040027803,1.6592211601584697,0.8812114438443107,0.6531254391650273,0.34077883984153057,1.1187885561556898,1,2,0.03791690453735493,0.021784587999958503
